Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"ATN1","Atrophin 1","Protein Coding","P54259","56","GC12P074081","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATN1"
"BMI1","BMI1 Proto-Oncogene, Polycomb Ring Finger","Protein Coding","P35226","56","GC10P022385","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMI1"
"CASP5","Caspase 5","Protein Coding","P51878","56","GC11M140425","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP5"
"CEACAM5","CEA Cell Adhesion Molecule 5","Protein Coding","P06731","56","GC19P152590","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEACAM5"
"EFEMP1","EGF Containing Fibulin Extracellular Matrix Protein 1","Protein Coding","Q12805","56","GC02M055865","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFEMP1"
"EOMES","Eomesodermin","Protein Coding","O95936","56","GC03M027715","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EOMES"
"FZD9","Frizzled Class Receptor 9","Protein Coding","O00144","56","GC07P073433","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FZD9"
"H6PD","Hexose-6-Phosphate Dehydrogenase/Glucose 1-Dehydrogenase","Protein Coding","O95479","56","GC01P009234","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H6PD"
"HGD","Homogentisate 1,2-Dioxygenase","Protein Coding","Q93099","56","GC03M120628","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HGD"
"LGR5","Leucine Rich Repeat Containing G Protein-Coupled Receptor 5","Protein Coding","O75473","56","GC12P071439","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGR5"
"LOXL3","Lysyl Oxidase Like 3","Protein Coding","P58215","56","GC02M074532","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOXL3"
"PDCD1LG2","Programmed Cell Death 1 Ligand 2","Protein Coding","Q9BQ51","56","GC09P005510","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDCD1LG2"
"PPP2CB","Protein Phosphatase 2 Catalytic Subunit Beta","Protein Coding","P62714","56","GC08M031049","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2CB"
"RBX1","Ring-Box 1","Protein Coding","P62877","56","GC22P040951","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBX1"
"SATB1","SATB Homeobox 1","Protein Coding","Q01826","56","GC03M028758","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SATB1"
"SULT2B1","Sulfotransferase Family 2B Member 1","Protein Coding","O00204","56","GC19P048552","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SULT2B1"
"TOP3A","DNA Topoisomerase III Alpha","Protein Coding","Q13472","56","GC17M018271","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOP3A"
"TP53BP1","Tumor Protein P53 Binding Protein 1","Protein Coding","Q12888","56","GC15M043403","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TP53BP1"
"TRPM1","Transient Receptor Potential Cation Channel Subfamily M Member 1","Protein Coding","Q7Z4N2","56","GC15M031001","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPM1"
"UBB","Ubiquitin B","Protein Coding","P0CG47","56","GC17P016380","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBB"
"ADIPOR1","Adiponectin Receptor 1","Protein Coding","Q96A54","55","GC01M202940","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADIPOR1"
"ALOX12B","Arachidonate 12-Lipoxygenase, 12R Type","Protein Coding","O75342","55","GC17M096230","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALOX12B"
"ARHGEF7","Rho Guanine Nucleotide Exchange Factor 7","Protein Coding","Q14155","55","GC13P111114","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGEF7"
"ASPH","Aspartate Beta-Hydroxylase","Protein Coding","Q12797","55","GC08M061500","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASPH"
"BMP3","Bone Morphogenetic Protein 3","Protein Coding","P12645","55","GC04P081030","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP3"
"CITED2","Cbp/P300 Interacting Transactivator With Glu/Asp Rich Carboxy-Terminal Domain 2","Protein Coding","Q99967","55","GC06M139371","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CITED2"
"CNBP","CCHC-Type Zinc Finger Nucleic Acid Binding Protein","Protein Coding","P62633","55","GC03M129167","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNBP"
"COL4A6","Collagen Type IV Alpha 6 Chain","Protein Coding","Q14031","55","GC0XM108155","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL4A6"
"CRABP1","Cellular Retinoic Acid Binding Protein 1","Protein Coding","P29762","55","GC15P078340","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRABP1"
"EEA1","Early Endosome Antigen 1","Protein Coding","Q15075","55","GC12M092770","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEA1"
"EIF4B","Eukaryotic Translation Initiation Factor 4B","Protein Coding","P23588","55","GC12P053006","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4B"
"EN2","Engrailed Homeobox 2","Protein Coding","P19622","55","GC07P166097","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EN2"
"GALM","Galactose Mutarotase","Protein Coding","Q96C23","55","GC02P039263","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALM"
"GUCY1A1","Guanylate Cyclase 1 Soluble Subunit Alpha 1","Protein Coding","Q02108","55","GC04P155667","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GUCY1A1"
"HCLS1","Hematopoietic Cell-Specific Lyn Substrate 1","Protein Coding","P14317","55","GC03M121631","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCLS1"
"HMGCS1","3-Hydroxy-3-Methylglutaryl-CoA Synthase 1","Protein Coding","Q01581","55","GC05M045193","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGCS1"
"HNRNPC","Heterogeneous Nuclear Ribonucleoprotein C","Protein Coding","P07910","55","GC14M028709","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPC"
"HNRNPDL","Heterogeneous Nuclear Ribonucleoprotein D Like","Protein Coding","O14979","55","GC04M082422","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPDL"
"IFNB1","Interferon Beta 1","Protein Coding","P01574","55","GC09M021077","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNB1"
"IGFALS","Insulin Like Growth Factor Binding Protein Acid Labile Subunit","Protein Coding","P35858","55","GC16M001790","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFALS"
"IGFBP1","Insulin Like Growth Factor Binding Protein 1","Protein Coding","P08833","55","GC07P051058","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP1"
"ITGA9","Integrin Subunit Alpha 9","Protein Coding","Q13797","55","GC03P037468","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA9"
"KCNJ12","Potassium Inwardly Rectifying Channel Subfamily J Member 12","Protein Coding","Q14500","55","GC17P154190","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ12"
"KRT7","Keratin 7","Protein Coding","P08729","55","GC12P052232","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT7"
"LOXL1","Lysyl Oxidase Like 1","Protein Coding","Q08397","55","GC15P073925","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOXL1"
"LTBP3","Latent Transforming Growth Factor Beta Binding Protein 3","Protein Coding","Q9NS15","55","GC11M065538","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTBP3"
"MED23","Mediator Complex Subunit 23","Protein Coding","Q9ULK4","55","GC06M131573","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MED23"
"MYOCD","Myocardin","Protein Coding","Q8IZQ8","55","GC17P012665","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYOCD"
"NCS1","Neuronal Calcium Sensor 1","Protein Coding","P62166","55","GC09P130172","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCS1"
"NDUFS6","NADH:Ubiquinone Oxidoreductase Subunit S6","Protein Coding","O75380","55","GC05P001801","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS6"
"NIN","Ninein","Protein Coding","Q8N4C6","55","GC14M050719","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NIN"
"NR1I2","Nuclear Receptor Subfamily 1 Group I Member 2","Protein Coding","O75469","55","GC03P119780","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR1I2"
"PHEX","Phosphate Regulating Endopeptidase X-Linked","Protein Coding","P78562","55","GC0XP022032","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHEX"
"PTBP1","Polypyrimidine Tract Binding Protein 1","Protein Coding","P26599","55","GC19P000797","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTBP1"
"PYGB","Glycogen Phosphorylase B","Protein Coding","P11216","55","GC20P025248","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYGB"
"RACK1","Receptor For Activated C Kinase 1","Protein Coding","P63244","55","GC05M183449","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RACK1"
"RNASE1","Ribonuclease A Family Member 1, Pancreatic","Protein Coding","P07998","55","GC14M020801","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASE1"
"RNASEH1","Ribonuclease H1","Protein Coding","O60930","55","GC02M004854","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASEH1"
"SEC31A","SEC31 Homolog A, COPII Coat Complex Component","Protein Coding","O94979","55","GC04M082818","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC31A"
"SLC6A13","Solute Carrier Family 6 Member 13","Protein Coding","Q9NSD5","55","GC12M000200","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A13"
"SNCG","Synuclein Gamma","Protein Coding","O76070","55","GC10P123977","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNCG"
"SOX17","SRY-Box Transcription Factor 17","Protein Coding","Q9H6I2","55","GC08P054457","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOX17"
"TERF2","Telomeric Repeat Binding Factor 2","Protein Coding","Q15554","55","GC16M069355","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TERF2"
"U2AF1","U2 Small Nuclear RNA Auxiliary Factor 1","Protein Coding","Q01081","55","GC21M043092","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=U2AF1"
"UGP2","UDP-Glucose Pyrophosphorylase 2","Protein Coding","Q16851","55","GC02P063840","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGP2"
"UNC119","Unc-119 Lipid Binding Chaperone","Protein Coding","Q13432","55","GC17M028546","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UNC119"
"UNC13B","Unc-13 Homolog B","Protein Coding","O14795","55","GC09P035161","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UNC13B"
"WNT7B","Wnt Family Member 7B","Protein Coding","P56706","55","GC22M045920","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT7B"
"ADGRG6","Adhesion G Protein-Coupled Receptor G6","Protein Coding","Q86SQ4","54","GC06P142301","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRG6"
"ADIPOR2","Adiponectin Receptor 2","Protein Coding","Q86V24","54","GC12P001670","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADIPOR2"
"CAPN10","Calpain 10","Protein Coding","Q9HC96","54","GC02P240586","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPN10"
"CBX3","Chromobox 3","Protein Coding","Q13185","54","GC07P026201","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBX3"
"CDKN3","Cyclin Dependent Kinase Inhibitor 3","Protein Coding","Q16667","54","GC14P058243","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN3"
"CDX2","Caudal Type Homeobox 2","Protein Coding","Q99626","54","GC13M027962","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDX2"
"CLDN3","Claudin 3","Protein Coding","O15551","54","GC07M073768","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN3"
"COL10A1","Collagen Type X Alpha 1 Chain","Protein Coding","Q03692","54","GC06M116118","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL10A1"
"COL9A3","Collagen Type IX Alpha 3 Chain","Protein Coding","Q14050","54","GC20P062816","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL9A3"
"DNMT3L","DNA Methyltransferase 3 Like","Protein Coding","Q9UJW3","54","GC21M044246","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNMT3L"
"DSCAM","DS Cell Adhesion Molecule","Protein Coding","O60469","54","GC21M040010","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSCAM"
"EDA","Ectodysplasin A","Protein Coding","Q92838","54","GC0XP069618","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDA"
"ELAVL1","ELAV Like RNA Binding Protein 1","Protein Coding","Q15717","54","GC19M007958","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELAVL1"
"FBLN2","Fibulin 2","Protein Coding","P98095","54","GC03P027079","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBLN2"
"G3BP1","G3BP Stress Granule Assembly Factor 1","Protein Coding","Q13283","54","GC05P151771","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=G3BP1"
"GLUD2","Glutamate Dehydrogenase 2","Protein Coding","P49448","54","GC0XP121047","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLUD2"
"HDLBP","High Density Lipoprotein Binding Protein","Protein Coding","Q00341","54","GC02M241227","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDLBP"
"HOXB13","Homeobox B13","Protein Coding","Q92826","54","GC17M097527","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXB13"
"INPP4A","Inositol Polyphosphate-4-Phosphatase Type I A","Protein Coding","Q96PE3","54","GC02P100127","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INPP4A"
"LUM","Lumican","Protein Coding","P51884","54","GC12M091102","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LUM"
"NDEL1","NudE Neurodevelopment Protein 1 Like 1","Protein Coding","Q9GZM8","54","GC17P153795","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDEL1"
"NEUROD2","Neuronal Differentiation 2","Protein Coding","Q15784","54","GC17M039603","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEUROD2"
"PIAS3","Protein Inhibitor Of Activated STAT 3","Protein Coding","Q9Y6X2","54","GC01M145848","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIAS3"
"PLEKHM1","Pleckstrin Homology And RUN Domain Containing M1","Protein Coding","Q9Y4G2","54","GC17M097332","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLEKHM1"
"PLS3","Plastin 3","Protein Coding","P13797","54","GC0XP115560","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLS3"
"PPP1R13L","Protein Phosphatase 1 Regulatory Subunit 13 Like","Protein Coding","Q8WUF5","54","GC19M045379","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1R13L"
"PPP2R5C","Protein Phosphatase 2 Regulatory Subunit B'Gamma","Protein Coding","Q13362","54","GC14P121450","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2R5C"
"PTPN5","Protein Tyrosine Phosphatase Non-Receptor Type 5","Protein Coding","P54829","54","GC11M018727","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN5"
"PTTG1","PTTG1 Regulator Of Sister Chromatid Separation, Securin","Protein Coding","O95997","54","GC05P160930","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTTG1"
"RBMX","RNA Binding Motif Protein X-Linked","Protein Coding","P38159","54","GC0XM136848","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBMX"
"RECQL","RecQ Like Helicase","Protein Coding","P46063","54","GC12M021468","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RECQL"
"RECQL4","RecQ Like Helicase 4","Protein Coding","O94761","54","GC08M147404","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RECQL4"
"RNF31","Ring Finger Protein 31","Protein Coding","Q96EP0","54","GC14P024146","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF31"
"RYK","Receptor Like Tyrosine Kinase","Protein Coding","P34925","54","GC03M134065","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RYK"
"SKIC2","SKI2 Subunit Of Superkiller Complex","Protein Coding","Q15477","54","GC06P190452","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKIC2"
"SPINK1","Serine Peptidase Inhibitor Kazal Type 1","Protein Coding","P00995","54","GC05M147825","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPINK1"
"TCOF1","Treacle Ribosome Biogenesis Factor 1","Protein Coding","Q13428","54","GC05P159304","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCOF1"
"TIMP2","TIMP Metallopeptidase Inhibitor 2","Protein Coding","P16035","54","GC17M078852","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMP2"
"TOPBP1","DNA Topoisomerase II Binding Protein 1","Protein Coding","Q92547","54","GC03M133600","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOPBP1"
"TRPV5","Transient Receptor Potential Cation Channel Subfamily V Member 5","Protein Coding","Q9NQA5","54","GC07M142908","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPV5"
"ZFYVE9","Zinc Finger FYVE-Type Containing 9","Protein Coding","O95405","54","GC01P052142","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFYVE9"
"ADARB2","Adenosine Deaminase RNA Specific B2 (Inactive)","Protein Coding","Q9NS39","53","GC10M001300","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADARB2"
"ALOXE3","Arachidonate Epidermal Lipoxygenase 3","Protein Coding","Q9BYJ1","53","GC17M096228","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALOXE3"
"CACNG3","Calcium Voltage-Gated Channel Auxiliary Subunit Gamma 3","Protein Coding","O60359","53","GC16P120743","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNG3"
"CBLN1","Cerebellin 1 Precursor","Protein Coding","P23435","53","GC16M049277","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBLN1"
"CLDN4","Claudin 4","Protein Coding","O14493","53","GC07P073799","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN4"
"CLN5","CLN5 Intracellular Trafficking Protein","Protein Coding","O75503","53","GC13P076990","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLN5"
"CNN1","Calponin 1","Protein Coding","P51911","53","GC19P151846","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNN1"
"CRMP1","Collapsin Response Mediator Protein 1","Protein Coding","Q14194","53","GC04M006427","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRMP1"
"CUX2","Cut Like Homeobox 2","Protein Coding","O14529","53","GC12P111034","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CUX2"
"DHX36","DEAH-Box Helicase 36","Protein Coding","Q9H2U1","53","GC03M154272","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHX36"
"DNMBP","Dynamin Binding Protein","Protein Coding","Q6XZF7","53","GC10M099875","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNMBP"
"EDAR","Ectodysplasin A Receptor","Protein Coding","Q9UNE0","53","GC02M108894","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDAR"
"FANCF","FA Complementation Group F","Protein Coding","Q9NPI8","53","GC11M022600","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FANCF"
"FZD8","Frizzled Class Receptor 8","Protein Coding","Q9H461","53","GC10M035638","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FZD8"
"GPSM2","G Protein Signaling Modulator 2","Protein Coding","P81274","53","GC01P108875","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPSM2"
"GUK1","Guanylate Kinase 1","Protein Coding","Q16774","53","GC01P228139","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GUK1"
"HLA-E","Major Histocompatibility Complex, Class I, E","Protein Coding","P13747","53","GC06P181868","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-E"
"KCNT2","Potassium Sodium-Activated Channel Subfamily T Member 2","Protein Coding","Q6UVM3","53","GC01M196225","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNT2"
"KRT20","Keratin 20","Protein Coding","P35900","53","GC17M040875","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT20"
"LAG3","Lymphocyte Activating 3","Protein Coding","P18627","53","GC12P074069","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAG3"
"MAGED1","MAGE Family Member D1","Protein Coding","Q9Y5V3","53","GC0XP051803","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGED1"
"MAPK8IP3","Mitogen-Activated Protein Kinase 8 Interacting Protein 3","Protein Coding","Q9UPT6","53","GC16P001706","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK8IP3"
"PANK1","Pantothenate Kinase 1","Protein Coding","Q8TE04","53","GC10M089579","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PANK1"
"PRKX","Protein Kinase CAMP-Dependent X-Linked Catalytic Subunit","Protein Coding","P51817","53","GC0XM003604","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKX"
"PUM2","Pumilio RNA Binding Family Member 2","Protein Coding","Q8TB72","53","GC02M020567","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PUM2"
"RAD18","RAD18 E3 Ubiquitin Protein Ligase","Protein Coding","Q9NS91","53","GC03M008775","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD18"
"RAD51D","RAD51 Paralog D","Protein Coding","O75771","53","GC17M035092","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD51D"
"RAD9A","RAD9 Checkpoint Clamp Component A","Protein Coding","Q99638","53","GC11P107968","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD9A"
"RBCK1","RANBP2-Type And C3HC4-Type Zinc Finger Containing 1","Protein Coding","Q9BYM8","53","GC20P000407","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBCK1"
"RPL22","Ribosomal Protein L22","Protein Coding","P35268","53","GC01M022282","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL22"
"SPARCL1","SPARC Like 1","Protein Coding","Q14515","53","GC04M087473","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPARCL1"
"TRDMT1","TRNA Aspartic Acid Methyltransferase 1","Protein Coding","O14717","53","GC10M017138","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRDMT1"
"VPS13A","Vacuolar Protein Sorting 13 Homolog A","Protein Coding","Q96RL7","53","GC09P077177","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS13A"
"ADAMTSL2","ADAMTS Like 2","Protein Coding","Q86TH1","52","GC09P153167","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTSL2"
"CCNC","Cyclin C","Protein Coding","P24863","52","GC06M099542","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNC"
"CLCA1","Chloride Channel Accessory 1","Protein Coding","A8K7I4","52","GC01P086468","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCA1"
"CLCA2","Chloride Channel Accessory 2","Protein Coding","Q9UQC9","52","GC01P086424","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCA2"
"CXXC1","CXXC Finger Protein 1","Protein Coding","Q9P0U4","52","GC18M050282","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXXC1"
"DIO3","Iodothyronine Deiodinase 3","Protein Coding","P55073","52","GC14P120458","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIO3"
"EIF1AX","Eukaryotic Translation Initiation Factor 1A X-Linked","Protein Coding","P47813","52","GC0XM020124","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF1AX"
"EIF4EBP2","Eukaryotic Translation Initiation Factor 4E Binding Protein 2","Protein Coding","Q13542","52","GC10P070404","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4EBP2"
"EMG1","EMG1 N1-Specific Pseudouridine Methyltransferase","Protein Coding","Q92979","52","GC12P006970","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMG1"
"FDX1","Ferredoxin 1","Protein Coding","P10109","52","GC11P110429","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FDX1"
"FREM1","FRAS1 Related Extracellular Matrix 1","Protein Coding","Q5H8C1","52","GC09M014734","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FREM1"
"GTF2B","General Transcription Factor IIB","Protein Coding","Q00403","52","GC01M088853","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF2B"
"HOMER3","Homer Scaffold Protein 3","Protein Coding","Q9NSC5","52","GC19M108414","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOMER3"
"ICAM5","Intercellular Adhesion Molecule 5","Protein Coding","Q9UMF0","52","GC19P010289","1.34911632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ICAM5"
